SentenceID,Transcript,Device
speaker54_m_nn_utt03,"Sepur sing dakkenteni mau kelakon telat, nganti aku kelangan janji.",Samsung S24
speaker54_m_nn_utt04,Kucingku saben wengi nggawa cicak kaya oleh-oleh.,Samsung S24
speaker54_m_nn_utt05,Lembayung ing langit sore iki katon kaya digambar tangan bocah cilik.,Samsung S24
speaker54_m_nn_utt06,"Saben udan tipis, mambu lemah teles ing pekarangan omahku mesthi njalari aku kangen desa.",Samsung S24
speaker54_m_nn_utt07,Paklikku seneng ngoleksi radio lawas sing suarane isih bening.,Samsung S24
speaker54_m_nn_utt08,Dina iki angin gunung ndadekake rambute mbakyuku malay-malay kabeh.,Samsung S24
speaker54_m_nn_utt09,"Bapak isih nyimpen sepeda ontel warisan simbah, senajan rodane wis kropos.",Samsung S24
speaker54_m_nn_utt10,"Ing perpustakaan cilik kuwi, aku nemu buku sing sampule wis lusuh nanging ceritane nggumunke.",Samsung S24
speaker54_m_nn_utt11,Jaran tetanggan saben subuh muni nganti nggawe aku ora isa turu maneh.,Samsung S24
speaker54_m_nn_utt12,Tuku jadah tempe ing pinggir dalan luwih enak tinimbang ing kafe gedhé.,Samsung S24
speaker54_m_nn_utt13,Wong-wong ing balai desa padha rembugan bab adicara bersih desa taun iki.,Samsung S24
speaker54_m_nn_utt14,Wengi mau lintang-lintang katon luwih padhang kaya arep ngetokake pratelan rahasia.,Samsung S24
speaker54_m_nn_utt15,Adikku wedi karo swara bledeg nanging seneng yen weruh udan deres saka jendhela.,Samsung S24
speaker54_m_nn_utt16,"Mbok Yem sing dodol wedang ronde kuwi mesthi eling jenengku, padahal aku mung teka sak sasi pisan.",Samsung S24
speaker54_m_nn_utt17,Layang lawas saka kanca adoh kuwi isih tak simpen ing laci lemari kayu.,Samsung S24
speaker54_m_nn_utt18,"Ing dalan sempit ngetan, ana wit mangga sing wohé gedhé-gedhé kaya permen raksasa.",Samsung S24
speaker54_m_nn_utt19,Wojo sandalku kesengsem ing lumpur sawah nganti kudu didadekake sandal kutha lan desa sekaligus.,Samsung S24
speaker54_m_nn_utt20,Pitik jago tetanggan tansah kumandang luwih dhisik tinimbang jam wekere omahku.,Samsung S24
speaker54_m_nn_utt21,"Nalika mlaku ing pinggir kali, aku krungu bocah loro padha cekikikan nggoleki kecebong.",Samsung S24
speaker54_m_nn_utt22,Pak Guru nggawa lonceng cilik saka kayu jati kanggo menehi isyarat wiwitan kelas.,Samsung S24
speaker54_m_nn_utt23,"Ing panen kaping wingi, pari-pari katon miring amarga angin njedhul sakdadakan.",Samsung S24
speaker54_m_nn_utt24,Kembang telang sing ditandur simbok saiki mekar nganti pager kebak warna biru.,Samsung S24
speaker54_m_nn_utt25,Anak-anak kampung isih seneng lomba bal-balan nganggo bola plastik regane lima ewu.,Samsung S24
speaker54_m_nn_utt26,"Es mengkene rasane beda, kaya ana rasa gula jawa lan jeruk nipis campur dadi siji.",Samsung S24
speaker54_m_nn_utt27,"Ing pawon, bau geni arang lan wedang jahe dadi siji nggawe suasana anget.",Samsung S24
speaker54_m_nn_utt28,Aku weruh awan putih mbentuk kaya prau gedhé sing mlaku pelan ing langit.,Samsung S24
speaker54_m_nn_utt29,Pakdeku seneng nonton wayang kulit nganti bisa crita ulang kabeh dalane lakon.,Samsung S24
speaker54_m_nn_utt30,"Ing dalem lawas simbah, ana lemari sing yen dibukak muni “kreek” kaya lagi nyritakake umuré.",Samsung S24
speaker55_m_nn_utt01,Aku arep lunga dhisik.,Samsung S23 Ultra
speaker55_m_nn_utt02,Kowe mangan apa dina iki?,Samsung S23 Ultra
speaker55_m_nn_utt03,Aku durung siap iki.,Samsung S23 Ultra
speaker55_m_nn_utt04,Omahmu adoh saka kene.,Samsung S23 Ultra
speaker55_m_nn_utt05,Kowe kudu sinau luwih.,Samsung S23 Ultra
speaker55_m_nn_utt06,Dina iki panas banget.,Samsung S23 Ultra
speaker55_m_nn_utt07,Ayo dolan bareng.,Samsung S23 Ultra
speaker55_m_nn_utt08,Aku pengin turu rumiyin.,Samsung S23 Ultra
speaker55_m_nn_utt09,Sepur mau wis mangkat.,Samsung S23 Ultra
speaker55_m_nn_utt10,Kowe kudu luwih sabar.,Samsung S23 Ultra
speaker55_m_nn_utt11,Kucingku ilang wingi sore.,Samsung S23 Ultra
speaker55_m_nn_utt12,Aku tuku sayur nang pasar.,Samsung S23 Ultra
speaker55_m_nn_utt13,Ayo mangan bareng wae.,Samsung S23 Ultra
speaker55_m_nn_utt14,Sepatuku teles kena udan.,Samsung S23 Ultra
speaker55_m_nn_utt15,Kowe ngerti dalane ora?,Samsung S23 Ultra
speaker55_m_nn_utt16,Ayo bali wae saiki.,Samsung S23 Ultra
speaker55_m_nn_utt17,Wingi aku menyang omahmu.,Samsung S23 Ultra
speaker55_m_nn_utt18,Ati-ati yen numpak motor.,Samsung S23 Ultra
speaker55_m_nn_utt19,Kowe apik tenan dina iki.,Samsung S23 Ultra
speaker55_m_nn_utt20,Sepeda iki rusak kabeh.,Samsung S23 Ultra
speaker55_m_nn_utt21,Aku pengin ngopi dhisik.,Samsung S23 Ultra
speaker55_m_nn_utt22,Aku kudu lunga saiki.,Samsung S23 Ultra
speaker55_m_nn_utt23,Segane wis entek.,Samsung S23 Ultra
speaker55_m_nn_utt24,Kowe ngerti jenenge ora?,Samsung S23 Ultra
speaker55_m_nn_utt25,Kowe oleh mlebu kene.,Samsung S23 Ultra
speaker55_m_nn_utt26,aja lali mangan.,Samsung S23 Ultra
speaker55_m_nn_utt27,Sepur teka sebentar maneh.,Samsung S23 Ultra
speaker55_m_nn_utt28,Ayo ndandani meja kuwi.,Samsung S23 Ultra
speaker55_m_nn_utt29,Ayo padha mlaku-mlaku sore.,Samsung S23 Ultra
speaker55_m_nn_utt30,"Piye kabare, nduk?",Samsung S23 Ultra
speaker56_m_nn_utt01,"Aku inggih sae, matur nuwun.",Iphone 15 Pro Max
speaker56_m_nn_utt02,Kowe kados pundi kabarmu dina iki?,Iphone 15 Pro Max
speaker56_m_nn_utt03,"Aku mung sarek-sarek dhisik, terus arep sinau maneh.",Iphone 15 Pro Max
speaker56_m_nn_utt04,"Nyuwun sewu, aku durung saged mangsuli dhisik.",Iphone 15 Pro Max
speaker56_m_nn_utt05,"Yen kowe kersa, ayo bebarengan ndeleng materine rumiyin.",Iphone 15 Pro Max
speaker56_m_nn_utt06,Aku mung nyuwun piwulang sethithik wae.,Iphone 15 Pro Max
speaker56_m_nn_utt07,Kowe saged ngendika malih kanthi alon-alon?,Iphone 15 Pro Max
speaker56_m_nn_utt08,Mugi-mugi usaha kowe kasil kanthi sae.,Iphone 15 Pro Max
speaker56_m_nn_utt09,Aku lagi nyuwun cathetan saka kanca.,Iphone 15 Pro Max
speaker56_m_nn_utt10,Aku arep nggawe rangkuman saka piwulang iki.,Iphone 15 Pro Max
speaker56_m_nn_utt11,Aku nyoba mangerteni piwulange.,Iphone 15 Pro Max
speaker56_m_nn_utt12,Aku arep ngirim layang elektronik sawise rampung nyunting.,Iphone 15 Pro Max
speaker56_m_nn_utt13,Aku lagi mriksa menawa ana kalepatan tulisan.,Iphone 15 Pro Max
speaker56_m_nn_utt14,Mugi dinae kowe lancar.,Iphone 15 Pro Max
speaker56_m_nn_utt15,Aku kersa sinau bareng.,Iphone 15 Pro Max
speaker56_m_nn_utt16,"Nyuwun pirsa, punika sampun leres durung?",Iphone 15 Pro Max
speaker56_m_nn_utt17,Aku remen sinau bab iki.,Iphone 15 Pro Max
speaker56_m_nn_utt18,"Nyuwun pangapunten, aku durung mangertos.",Iphone 15 Pro Max
speaker56_m_nn_utt19,Aku lagi nyiapake laporan cilik.,Iphone 15 Pro Max
speaker56_m_nn_utt20,Mugi rembugan iki migunani.,Iphone 15 Pro Max
speaker56_m_nn_utt21,Aku ngenteni piwulang sabanjure.,Iphone 15 Pro Max
speaker56_m_nn_utt22,Aku arep ngirim berkas iki.,Iphone 15 Pro Max
speaker56_m_nn_utt23,Kowe kersa lungguh mrene?,Iphone 15 Pro Max
speaker56_m_nn_utt24,Aku nembe rampung sinau.,Iphone 15 Pro Max
speaker56_m_nn_utt25,Kowe kados pundi kabarmu?,Iphone 15 Pro Max
speaker56_m_nn_utt26,Aku arep wangsul rumiyin.,Iphone 15 Pro Max
speaker56_m_nn_utt27,"Nyuwun sewu, aku rada telat.",Iphone 15 Pro Max
speaker56_m_nn_utt28,Aku pengin ngaso sekedhap.,Iphone 15 Pro Max
speaker56_m_nn_utt29,Aku badhe ngatur jadwal maneh.,Iphone 15 Pro Max
speaker56_m_nn_utt30,Aku nyuwun tulung sethithik.,Iphone 15 Pro Max
speaker57_m_nn_utt01,aku arep mangan sek,iphone 7 plus
speaker57_m_nn_utt02,kowe wis tangi durung,iphone 7 plus
speaker57_m_nn_utt03,ayo lunga bareng,iphone 7 plus
speaker57_m_nn_utt04,opo kowe wis siyap,iphone 7 plus
speaker57_m_nn_utt05,aku ora paham maksude,iphone 7 plus
speaker57_m_nn_utt06,"benten ora popo, santai wae",iphone 7 plus
speaker57_m_nn_utt07,mangan pisan ben ora laper,iphone 7 plus
speaker57_m_nn_utt08,kowe arep menyang endi,iphone 7 plus
speaker57_m_nn_utt09,aku bali dhisik yo,iphone 7 plus
speaker57_m_nn_utt10,wingi aku lali nggawa dompet,iphone 7 plus
speaker57_m_nn_utt11,opo kowe krungu swarane,iphone 7 plus
speaker57_m_nn_utt12,dina iki panas banget,iphone 7 plus
speaker57_m_nn_utt13,"ayo cepet, wis kasep iki",iphone 7 plus
speaker57_m_nn_utt14,kowe apik tenan dina iki,iphone 7 plus
speaker57_m_nn_utt15,opo iki bener carane,iphone 7 plus
speaker57_m_nn_utt16,aku mung arep takon sethitik,iphone 7 plus
speaker57_m_nn_utt17,ayo ngaso sebentar,iphone 7 plus
speaker57_m_nn_utt18,opo kowe lagi sibuk saiki,iphone 7 plus
speaker57_m_nn_utt19,tak bantu yen perlu,iphone 7 plus
speaker57_m_nn_utt20,aku seneng ketemu kowe,iphone 7 plus
speaker57_m_nn_utt21,opo kowe wis rampung kerja,iphone 7 plus
speaker57_m_nn_utt22,ayo tuku jajanan nang pasar,iphone 7 plus
speaker57_m_nn_utt23,"aku kesel, pengin turu",iphone 7 plus
speaker57_m_nn_utt24,kowe ojo lali nggawa payung,iphone 7 plus
speaker57_m_nn_utt25,dina iki akeh kerjaan,iphone 7 plus
speaker57_m_nn_utt26,opo kowe ngerti dalane,iphone 7 plus
speaker57_m_nn_utt27,matur nuwun sanget yo,iphone 7 plus
speaker57_m_nn_utt28,opo ana sing kurang jelas,iphone 7 plus
speaker57_m_nn_utt29,wis ayo mulih wae,iphone 7 plus
speaker57_m_nn_utt30,aku nyoba sing paling gampang dhisik,iphone 7 plus
speaker58_m_n_utt01,uwis wayahe mulih sekolah,samsung galaxy
speaker58_m_n_utt02,isuk-isuk tangi turu langsung mlaku-mlaku,samsung galaxy
speaker58_m_n_utt03,dina sabtu aku dolan menyang sawah,samsung galaxy
speaker58_m_n_utt04,mending tuku sate nimbang tuku wedus e,samsung galaxy
speaker58_m_n_utt05,nek mangan ojo karo ngomong,samsung galaxy
speaker58_m_n_utt06,orak iso mangan karo turu,samsung galaxy
speaker58_m_n_utt07,ayo sinau ben dadi wong pinter,samsung galaxy
speaker58_m_n_utt08,wong tuwo ojo digawe dolanan,samsung galaxy
speaker58_m_n_utt09,kowe karo aku iku podo wae,samsung galaxy
speaker58_m_n_utt10,aku arep lunga dhisik,samsung galaxy
speaker58_m_n_utt11,matur nuwun wis isa mbantuni aku,samsung galaxy
speaker58_m_n_utt12,orak ngerti aku maksude opo,samsung galaxy
speaker58_m_n_utt13,ojo lali nek ono tugas dikerjake,samsung galaxy
speaker58_m_n_utt14,karepmu piye nek wis ngene iki,samsung galaxy
speaker58_m_n_utt15,orak usah kuatir kabeh wis ono dalane,samsung galaxy
speaker58_m_n_utt16,tulung nek bengi-bengi ojo kakehan ngomong,samsung galaxy
speaker58_m_n_utt17,wis wayahe solat ojo cekikikan,samsung galaxy
speaker58_m_n_utt18,awakku loro kabeh mergo salah gerak,samsung galaxy
speaker58_m_n_utt19,sepurane yen aku akeh salah,samsung galaxy
speaker58_m_n_utt20,mangga mlebu dhisik,samsung galaxy
speaker58_m_n_utt21,kabari aku nek wis tekan omah,samsung galaxy
speaker58_m_n_utt22,ngopo kok kowe orak ngangkat telponku,samsung galaxy
speaker58_m_n_utt23,bocah cilik isone mung ngapusi wong tuwo,samsung galaxy
speaker58_m_n_utt24,gethuk asale seko telo,samsung galaxy
speaker58_m_n_utt25,sing sabar nek entuk cilaka,samsung galaxy
speaker58_m_n_utt26,sesuk tekane ojo telat maneh,samsung galaxy
speaker58_m_n_utt27,bar ngarit ojo lali adus,samsung galaxy
speaker58_m_n_utt28,aku krungu wingi ono sing mantu,samsung galaxy
speaker58_m_n_utt29,dina iki panase ora karuan,samsung galaxy
speaker58_m_n_utt30,masalah sepele ora usah diributke,samsung galaxy
speaker59_m_n_utt01,piye kabarmu dina iki aku kangen,Samsung Galaxy A55
speaker59_m_n_utt02,nek ngantuk yo turu wae saiki,Samsung Galaxy A55
speaker59_m_n_utt03,aku arep lunga ning pasar tuku sayur lan lombok abang,Samsung Galaxy A55
speaker59_m_n_utt04,ibuku lagi nggodhok wedang jahe neng pawon amarga adhem,Samsung Galaxy A55
speaker59_m_n_utt05,adikku nesu amarga mobil-mobilane rusak,Samsung Galaxy A55
speaker59_m_n_utt06,aku wedi liwat alas yen wis wayah bengi,Samsung Galaxy A55
speaker59_m_n_utt07,kamarku yen wingi dadi adem banget nganti ora butuh kipas,Samsung Galaxy A55
speaker59_m_n_utt08,aku seneng dolanan bareng kanca-kancaku sawise balek sekolah,Samsung Galaxy A55
speaker59_m_n_utt09,cah kuwi luwih dhuwur dibandhingke aku,Samsung Galaxy A55
speaker59_m_n_utt10,kampungku sepi banget yen wayahe prei sekolah,Samsung Galaxy A55
speaker59_m_n_utt11,iwak ning pasar ukurane gedhe nanging regane larang,Samsung Galaxy A55
speaker59_m_n_utt12,bapakku lagi ndandani motor neng garasi bareng paklek,Samsung Galaxy A55
speaker59_m_n_utt13,aku lagi sinau maca buku sejarah sing tipise kandel banget,Samsung Galaxy A55
speaker59_m_n_utt14,aku lagi ngumbah klambi ning kamar mandi amarga udane wis mandek,Samsung Galaxy A55
speaker59_m_n_utt15,cah kuwi lagi main bal-balan karo kancane ning lapangan,Samsung Galaxy A55
speaker59_m_n_utt16,ayo tangi saiki wis wayahe sekolah,Samsung Galaxy A55
speaker59_m_n_utt17,aku nyawang langit wengi sing padhang mergo ana rembulan,Samsung Galaxy A55
speaker59_m_n_utt18,ojo lali tuku panganan kanggo aku,Samsung Galaxy A55
speaker59_m_n_utt19,bungkuse gedhe nanging isine kopong,Samsung Galaxy A55
speaker59_m_n_utt20,ojo kakehan guyon mengko ora rampung gaweane,Samsung Galaxy A55
speaker59_m_n_utt21,kowe ojo njupuk jajanan kuwi,Samsung Galaxy A55
speaker59_m_n_utt22,kucingku turu neng kursi empuk cedhak jendhela,Samsung Galaxy A55
speaker59_m_n_utt23,yen durung cetho kowe bisa takon saiki,Samsung Galaxy A55
speaker59_m_n_utt24,aku seneng banget yen sore ngombe teh anget bareng ibu,Samsung Galaxy A55
speaker59_m_n_utt25,bapakku lagi ndelok berita sore ning televisi ruang tamu,Samsung Galaxy A55
speaker59_m_n_utt26,kula badhe tumbas sayur wonten pasar,Samsung Galaxy A55
speaker59_m_n_utt27,kula nembe sinau basa jawi wonten kamar,Samsung Galaxy A55
speaker59_m_n_utt28,panjenengan saget ngunjuk teh utawi wedang jahe,Samsung Galaxy A55
speaker59_m_n_utt29,kulo nyuwun tulung nggawa buku punika,Samsung Galaxy A55
speaker59_m_n_utt30,kulo nyuwun tulung tumbas gula wonten warung,Samsung Galaxy A55
speaker60_m_nn_utt01,selamat siang kowe lagi ngapa saiki,Poco M4 Pro
speaker60_m_nn_utt02,aku arep tuku nasi uduk ning warung,Poco M4 Pro
speaker60_m_nn_utt03,kowe wis siap berangkat durung iki,Poco M4 Pro
speaker60_m_nn_utt04,tulung gawakke tas sekolahku ya iku,Poco M4 Pro
speaker60_m_nn_utt05,aku lagi ngerjake tugas rumah kene,Poco M4 Pro
speaker60_m_nn_utt06,adhiku lagi mangan permen ning ruang tamu,Poco M4 Pro
speaker60_m_nn_utt07,bapak arep kondur saka kantor jam nem,Poco M4 Pro
speaker60_m_nn_utt08,ibu lagi nggawe kue ning pawon mburi,Poco M4 Pro
speaker60_m_nn_utt09,aku kepengin ngombe jus jeruk dingin,Poco M4 Pro
speaker60_m_nn_utt10,kowe arep menyang gereja minggu sesuk,Poco M4 Pro
speaker60_m_nn_utt11,aku seneng banget mangan gado gado,Poco M4 Pro
speaker60_m_nn_utt12,sesuk aku libur kuliah sehari penuh,Poco M4 Pro
speaker60_m_nn_utt13,ayo dolan bal-balan ning lapangan ,Poco M4 Pro
speaker60_m_nn_utt14,kowe lagi ngrungokke musik apa saiki,Poco M4 Pro
speaker60_m_nn_utt15,aku arep lunga menyang toko buku,Poco M4 Pro
speaker60_m_nn_utt16,tulung anterni aku menyang stasiun ya,Poco M4 Pro
speaker60_m_nn_utt17,aku wis rampung nggarap semua tugas,Poco M4 Pro
speaker60_m_nn_utt18,kowe tau mangan rendang padang durung,Poco M4 Pro
speaker60_m_nn_utt19,aku lagi ngenteni ojek online ning pinggir,Poco M4 Pro
speaker60_m_nn_utt20,aja main hp terus kowe kudu istirahat,Poco M4 Pro
speaker60_m_nn_utt21,aku kepengin dolan menyang gunung besok,Poco M4 Pro
speaker60_m_nn_utt22,panas banget cuacane dina iki tenan,Poco M4 Pro
speaker60_m_nn_utt23,kowe wis minum obat sakit kepala durung,Poco M4 Pro
speaker60_m_nn_utt24,aku arep ngresiki jendela kamar iki,Poco M4 Pro
speaker60_m_nn_utt25,tulung mateke kipas angin yen wis adem,Poco M4 Pro
speaker60_m_nn_utt26,aku lagi capek banget pengin istirahat,Poco M4 Pro
speaker60_m_nn_utt27,kowe iso nggawakke bekal makan ora,Poco M4 Pro
speaker60_m_nn_utt28,aku kepengin sinau main piano klasik,Poco M4 Pro
speaker60_m_nn_utt29,ayo makan malam bareng keluarga kene,Poco M4 Pro
speaker60_m_nn_utt30,selamat malam mugi saged turu nyenyak,Poco M4 Pro
speaker61_m_nn_utt01,"Koe siji-sijine, aku tresno karo koe.",iPhone 15
speaker61_m_nn_utt02,Adhiku seneng dolanan bal-balan ing lapangan.,iPhone 15
speaker61_m_nn_utt03,Saben dina Kula tangi jam lima esuk.,iPhone 15
speaker61_m_nn_utt04,Tukang sayur wis liwat ngarepan omah.,iPhone 15
speaker61_m_nn_utt05,Kucingku turu angler ing dhuwur kursi.,iPhone 15
speaker61_m_nn_utt06,Dina iki hawane panas banget.,iPhone 15
speaker61_m_nn_utt07,Kula nyuwun ngapura menawi Kula wonten kalepatan.,iPhone 15
speaker61_m_nn_utt08,Buku crita iki isine lucu banget.,iPhone 15
speaker61_m_nn_utt09,Sore iki Kula arep sinau kelompok bareng kanca-kanca.,iPhone 15
speaker61_m_nn_utt10,Sapi-sapi padha ngombe banyu ing kali.,iPhone 15
speaker61_m_nn_utt11,"Bubar udan, lemah dadi teles lan lunyu.",iPhone 15
speaker61_m_nn_utt12,Sepedhahe adhik ana ing njero garasi.,iPhone 15
speaker61_m_nn_utt13,Kula lagi ngenteni bis kanggo mulih.,iPhone 15
speaker61_m_nn_utt14,Simbahe lagi njahit klambi anyar.,iPhone 15
speaker61_m_nn_utt15,Bapak lagi maca koran ing teras omah.,iPhone 15
speaker61_m_nn_utt16,"Panjenengan tindak menyang ngendi, Bu?",iPhone 15
speaker61_m_nn_utt17,Tanduran kembang ing pot wis padha mekar.,iPhone 15
speaker61_m_nn_utt18,Ayo padha kumpul bebarengan ing kene.,iPhone 15
speaker61_m_nn_utt19,Kula durung nggarap PR matematika.,iPhone 15
speaker61_m_nn_utt20,Wis telung dina Kula ora adus banyu anget.,iPhone 15
speaker61_m_nn_utt21,Taman kutha saiki katon resik lan asri.,iPhone 15
speaker61_m_nn_utt22,Pak Tani lagi mluku sawah nganggo kebo.,iPhone 15
speaker61_m_nn_utt23,"Nalika liburan, Kula lunga menyang pantai.",iPhone 15
speaker61_m_nn_utt24,Susu sapi rasane seger lan enak.,iPhone 15
speaker61_m_nn_utt25,Kula njupuk sandhangan ing lemari.,iPhone 15
speaker61_m_nn_utt26,Lampu ing dalan wis padha murub.,iPhone 15
speaker61_m_nn_utt27,Wong tuwa kudu dihormati lan diajeni.,iPhone 15
speaker61_m_nn_utt28,"Klambine Bapak wis suwek, kudu didandani.",iPhone 15
speaker61_m_nn_utt29,Kabeh siswa diwajibake nganggo seragam.,iPhone 15
speaker61_m_nn_utt30,Lawange omah iku dikunci saka njaba.,iPhone 15
speaker62_f_nn_utt01,Kula mangkat sekolah numpak motor,Samsung Galaxy A13
speaker62_f_nn_utt02,Kula kudu sregep sinau ben pinter lan munggah kelas.,Samsung Galaxy A13
speaker62_f_nn_utt03,Kula lali ora nggawa buku gambar.,Samsung Galaxy A13
speaker62_f_nn_utt04,Kanca-kancaku isih maca buku ning perpustakaan.,Samsung Galaxy A13
speaker62_f_nn_utt05,"Sesok dino minggu, wayahe turu.",Samsung Galaxy A13
speaker62_f_nn_utt06,Ibu masak sega goreng,Samsung Galaxy A13
speaker62_f_nn_utt07,"Bar mangan, Kula ngumbahi klambi ning mburi.",Samsung Galaxy A13
speaker62_f_nn_utt08,Wong sabar rejekine jembar.,Samsung Galaxy A13
speaker62_f_nn_utt09,Hawane ning taman iki adem banget.,Samsung Galaxy A13
speaker62_f_nn_utt10,Ibu maringi kula sangu kanggo jajan ning kantin,Samsung Galaxy A13
speaker62_f_nn_utt11,Bu Guru isih nerangake babagan sejarah Majapahit.,Samsung Galaxy A13
speaker62_f_nn_utt12,"Ujian semesteran wis cedhak, Kula kudu sing akeh sinau.",Samsung Galaxy A13
speaker62_f_nn_utt13,Tim bal-balan sekolahanku arep tanding.,Samsung Galaxy A13
speaker62_f_nn_utt14,"Sepatu sing dinggo gawe mangkat sekolah kudu warna ireng, ora oleh warna-warni.",Samsung Galaxy A13
speaker62_f_nn_utt15,Mugo-mugo bijine apik lan bisa ketampa ning sekolah favorit.,Samsung Galaxy A13
speaker62_f_nn_utt16,Ilmu iku ibarat obor sing madhangi petenge urip.,Samsung Galaxy A13
speaker62_f_nn_utt17,Cita-cita sing dhuwur kudu dibarengi usaha sing mantep.,Samsung Galaxy A13
speaker62_f_nn_utt18,Ilmu sing migunani iku ilmu sing diamalke lan diajarke marang wong liya.,Samsung Galaxy A13
speaker62_f_nn_utt19,"Mangan iku kanggo urip, dudu urip kanggo mangan",Samsung Galaxy A13
speaker62_f_nn_utt20,"Mugo-mugo akhir minggu iki ora ono gawean tambahan, Kula arep nyantai ning omah karo nonton film.",Samsung Galaxy A13
speaker62_f_nn_utt21,Regane tiket mlebu borobudur pancen rada larang.,Samsung Galaxy A13
speaker62_f_nn_utt22,Ibu nyuwun tulung Kula ngancani tindhak menyang pasar.,Samsung Galaxy A13
speaker62_f_nn_utt23,Sugeng Dalu.,Samsung Galaxy A13
speaker62_f_nn_utt24,Dompetku keri ning omah.,Samsung Galaxy A13
speaker62_f_nn_utt25,Kula ora gelem mangan.,Samsung Galaxy A13
speaker62_f_nn_utt26,Kula seneng ngrungokake musik sadurunge turu.,Samsung Galaxy A13
speaker62_f_nn_utt27,Matur nuwun wis nulungi Kula dina iki.,Samsung Galaxy A13
speaker62_f_nn_utt28,Kula wis suwi ora ketemu karo kanca-kanca sekolah.,Samsung Galaxy A13
speaker62_f_nn_utt29,Dheweke pinter banget yen ngomong ning ngarepan wong akeh.,Samsung Galaxy A13
speaker62_f_nn_utt30,Kula durung mangan saka esuk mau.,Samsung Galaxy A13
speaker63_m_nn_utt01,kula badhe nglajengake makarya sawetawis wekdal,Iphone 11
speaker63_m_nn_utt02,panjenengan sageda lungguh rumiyin menawi kersa,Iphone 11
speaker63_m_nn_utt03,kula nyuwun tulung supados dipun cekakaken ringkesanipun,Iphone 11
speaker63_m_nn_utt04,mugi dinten panjenengan pinaringan kabegjan,Iphone 11
speaker63_m_nn_utt05,kula nembe nyiapake piranti kangge rapat enjing,Iphone 11
speaker63_m_nn_utt06,kula nyuwun idin ngirim berkas menika sapunika,Iphone 11
speaker63_m_nn_utt07,menawi boten keberatan panjenengan saged ngentosi sekedhap,Iphone 11
speaker63_m_nn_utt08,kula saweg nyimpen data engkang kakempal sadaya,Iphone 11
speaker63_m_nn_utt09,mugi panjenengan maringi pitedah kangge langkah salajengipun,Iphone 11
speaker63_m_nn_utt10,kula ajeng ngaturaken cathetan tambahan ing pungkasan,Iphone 11
speaker63_m_nn_utt11,kula saweg nyinau bab anyar supados langkung mangertos,Iphone 11
speaker63_m_nn_utt12,panjenengan sageda ndherek mirsani asilipun menawi sampun rampung,Iphone 11
speaker63_m_nn_utt13,kula badhe nyuwun pangestu sadurunge miwiti,Iphone 11
speaker63_m_nn_utt14,mugi panjenengan tansah pinaringan katentreman rahayu,Iphone 11
speaker63_m_nn_utt15,kula saweg nindakake panyusunan jadwal enggal,Iphone 11
speaker63_m_nn_utt16,"menawi dipun caketaken, asilipun saged langkung gamblang",Iphone 11
speaker63_m_nn_utt17,kula nyuwun pangapunten amargi taksih wonten kekirangan,Iphone 11
speaker63_m_nn_utt18,kula nembe nyusun layang panyuwunan resmi,Iphone 11
speaker63_m_nn_utt19,panjenengan saged paring wangsulan nalika sampun senggang,Iphone 11
speaker63_m_nn_utt20,kula badhe maringi kabar menawi sampun kaleksanan,Iphone 11
speaker63_m_nn_utt21,mugi sedaya lelampahan panjenengan kalampahan kanthi lancar,Iphone 11
speaker63_m_nn_utt22,kula nyuwun tulung supados dipun aturaken ing basa langkung prasaja,Iphone 11
speaker63_m_nn_utt23,kula ajeng nyiapake dhaptar kabutuhan kangge minggu ngajeng,Iphone 11
speaker63_m_nn_utt24,menawi wonten perkawis engkang kedah dipun tambahaken sumangga aturaken,Iphone 11
speaker63_m_nn_utt25,kula nyuwun supados dokumen punika dipun simpen kanthi tertib,Iphone 11
speaker63_m_nn_utt26,mugi proses menika saged rampung rikat lan trep,Iphone 11
speaker63_m_nn_utt27,kula saweg nglajengake panyuntingan kalih saking wingi,Iphone 11
speaker63_m_nn_utt28,panjenengan saged ngandharake gagasan enggal menawi sampun kasimpen,Iphone 11
speaker63_m_nn_utt29,kula nyuwun ringkesan cekakan supados saged dipun kirim dhateng tim,Iphone 11
speaker63_m_nn_utt30,mugi panjenengan pinaringan kalancaran nalika nglampahi pakaryan punika,Iphone 11
speaker64_f_nn_utt01,dina iki panas banget ya,
speaker64_f_nn_utt02,aku arep menyang pasar dhisik,
speaker64_f_nn_utt03,kowe wis mangan durung,
speaker64_f_nn_utt04,ayo ngopi bareng sore iki,
speaker64_f_nn_utt05,dheweke lagi sinau ing kamar,
speaker64_f_nn_utt06,omahmu adoh saka kene ta,
speaker64_f_nn_utt07,aku kangen karo kowe,
speaker64_f_nn_utt08,sepur mau telat teka,
speaker64_f_nn_utt09,bapakku kerja saben dino,
speaker64_f_nn_utt10,kowe seneng olahraga esuk yo,
speaker64_f_nn_utt11,aja lali nggawa payung awane kaya arep udan,
speaker64_f_nn_utt12,aku tuku roti lan susu ing warung,
speaker64_f_nn_utt13,bocah bocah padha dolanan ing lapangan,
speaker64_f_nn_utt14,sepedhaku banne bocor,
speaker64_f_nn_utt15,kowe katon apik dina iki,
speaker64_f_nn_utt16,mbiyen aku sekolah ing kutha iki,
speaker64_f_nn_utt17,ayo cepet mengko ketinggalan,
speaker64_f_nn_utt18,aku seneng maca buku bengi bengi ,
